uniq_id,product_name,pid,retail_price,discounted_price,is_FK_Advantage_product,product_rating,overall_rating,brand
8a1456bbfd5c39e3e0e8f028a6360976,Diva Women Wedges,SNDEASSYEX2D4H65,1399,549,FALSE,No rating available,No rating available,
58a64589f9772582a2bcf1523423a657,Easy Gardening 8 Inch Black Plant Container Set,PCSE98DZMYDTBNG9,1200,699,FALSE,No rating available,No rating available,Easy Gardening
8c531c95b8ac30e6ffb77cbdc51c08cb,Storm 112121 Speed Ladder,SDTEDF2ZHHHGG4CT,799,499,FALSE,No rating available,No rating available,Storm
958d7a7c72414fd0a9a4bbcb9aab06dd,Real Seed Planter Highly Durable and Elegant Plant Container Set,PCSEDTGQPPGYH4M3,920,740,FALSE,No rating available,No rating available,Real Seed
290ac78bf3cbb553e659d23366c8bd80,Easy Gardening Home Plant Container Set,PCSE6X3YSK6U4XMY,999,799,FALSE,No rating available,No rating available,Easy Gardening
e9553a5803db5a4866fbabb8d3bde14d,Easy Gardening 10 Inch Nursery Plant Container Set,PCSEAH5W3ZWRBJDB,1800,1299,FALSE,No rating available,No rating available,Easy Gardening
2850166cb7255a61189c96957eac8272,Easy Gardening Home Plant Container Set,PCSE6SJG2UD3X4G3,1500,999,FALSE,No rating available,No rating available,Easy Gardening
7dd741904908b80aceadbfa8f8c0bc24,Rega IT Hp Compaq 4644059-141 480385-001 8 Cell Laptop Battery,ACCDXFPFTPKVGRQZ,2199,1499,FALSE,No rating available,No rating available,Rega IT
b74884b2195349d472c2b87842b867bb,Exilient Aspire 5220 5710 6 Cell Laptop Battery,ACCDR3Z6KVFHCZQA,,,TRUE,No rating available,No rating available,Exilient
4c369c94187679ef295341f454f34011,Blessed Jaali Basket Plant Container Set,PCSDY5AFPGSUPEUF,750,399,FALSE,5,5,Blessed
051d7fe5fbeafedf282c37c41dac60dd,Clublaptop HP HSTNN-Q33C HSTNN-W20C HSTNN-W34C HSTNN-XB32 6 Cell Laptop Battery,ACCDWG6GYCXXABPZ,2800,1690,FALSE,No rating available,No rating available,Clublaptop
399e62826e867fca0953e2ca329ccd2f,Radongrow Coco Peat Disc-570 Plant Container Set,PCSEBZQ5GMBXZFCF,490,400,FALSE,No rating available,No rating available,Radongrow
88ca277594f22bb7494f2d0bbc51f8ba,HP Pavilion DV7t-6100 Series 6 Cell Laptop Battery,ACCDSY8EGJPW7RJB,4999,4999,FALSE,No rating available,No rating available,HP
9f9bb0ef3bb8af571bcfbfa1a22150bd,Lapguard HP Pavilion DV7-6000 Series 6 Cell Laptop Battery,ACCDSY8ESXF9AUHY,3999,1699,FALSE,No rating available,No rating available,Lapguard
5926e8660e6813ce3ae0bbc14349a64e,Green Girgit Plant Container Set,PCSEAKVBFDFZNY6W,500,350,FALSE,No rating available,No rating available,Green Girgit
5cc129d49fc88c9745bb1e0752fad858,First Smart Deal Plant Container Set,PCSEC86VAJBD6BVX,499,289,FALSE,No rating available,No rating available,First Smart Deal
fc8497c6c2369d494e8159a16bf5509e,Yuccabe Italia Combo for 3 Stella Orange Self Watering planter Plant Container Set,PCSE4V8GWTGYMVFY,3897,1799,FALSE,No rating available,No rating available,Yuccabe Italia
2693853719c3c525e19b8a8a8c2cd746,First Smart Deal Plant Container Set,PCSEC86V9MZZG7R2,640,380,FALSE,No rating available,No rating available,First Smart Deal
784963ceaa03164e94bb22cd645e0929,Easy Gardening 10 Inch Black Plant Container Set,PCSEAH5WDKWZZ2AU,1500,899,FALSE,No rating available,No rating available,Easy Gardening
